,online_order,Table_booking,Rating,No._of_rating,rest_type,cuisines,Avg._cost(2 person),Listed_type,Listed_city,Weighted_Rating,Avg_cost(log),No_of_rating_log
49810,1,0,3.0,8,Quick Bites,"Biryani, Chinese, North Indian",400.0,Dine-out,Sarjapur Road,3.7,5.993961427306569,2.2
49811,0,0,3.1,5,Quick Bites,"Biryani, Andhra, North Indian",500.0,Dine-out,Sarjapur Road,3.7,6.2166061010848646,1.8
49812,0,0,3.3,8,Quick Bites,Biryani,150.0,Dine-out,Sarjapur Road,3.7,5.017279836814924,2.2
49813,0,0,3.4,11,Quick Bites,South Indian,400.0,Dine-out,Sarjapur Road,3.7,5.993961427306569,2.5
49814,0,0,3.2,4,Quick Bites,"South Indian, Biryani",150.0,Dine-out,Sarjapur Road,3.7,5.017279836814924,1.6
49815,0,0,3.1,4,Quick Bites,"North Indian, Pizza",150.0,Dine-out,Sarjapur Road,3.7,5.017279836814924,1.6
49816,0,0,3.7,0,Quick Bites,"Bengali, Chinese, Fast Food, Kebab, North Indian, Oriya, Rolls, Tea",200.0,Dine-out,Sarjapur Road,3.7,5.303304908059076,0.0
49817,0,0,3.7,0,Quick Bites,"South Indian, Burger, Fast Food",200.0,Dine-out,Sarjapur Road,3.7,5.303304908059076,0.0
49818,0,0,3.7,0,Quick Bites,"South Indian, Chinese",100.0,Dine-out,Sarjapur Road,3.7,4.61512051684126,0.0
49819,0,0,3.7,0,Quick Bites,"Chinese, Biryani, North Indian, Beverages",300.0,Dine-out,Sarjapur Road,3.7,5.707110264748875,0.0
49820,1,0,3.2,7,Quick Bites,Andhra,250.0,Dine-out,Sarjapur Road,3.7,5.5254529391317835,2.1
49821,1,0,3.9,100,Quick Bites,"Healthy Food, Sandwich, Salad",500.0,Dine-out,Sarjapur Road,3.8,6.2166061010848646,4.6
49822,1,0,3.2,136,Quick Bites,"Biryani, Fast Food, Rolls",400.0,Dine-out,Sarjapur Road,3.5,5.993961427306569,4.9
49823,0,0,3.7,0,Quick Bites,South Indian,300.0,Dine-out,Sarjapur Road,3.7,5.707110264748875,0.0
49824,1,0,3.1,150,Quick Bites,"Pizza, Fast Food",750.0,Dine-out,Sarjapur Road,3.4,6.621405651764134,5.0
49825,1,0,3.6,18,Quick Bites,"North Indian, Chinese, Biryani",500.0,Dine-out,Sarjapur Road,3.7,6.2166061010848646,2.9
49826,1,0,3.8,175,Quick Bites,Arabian,300.0,Dine-out,Sarjapur Road,3.7,5.707110264748875,5.2
49827,0,0,3.5,134,Quick Bites,"Fast Food, Rolls, Momos",300.0,Dine-out,Sarjapur Road,3.6,5.707110264748875,4.9
49828,0,0,3.7,0,Quick Bites,"South Indian, Mughlai",300.0,Dine-out,Sarjapur Road,3.7,5.707110264748875,0.0
49829,1,0,3.7,0,"Quick Bites, Dessert Parlor","Desserts, Cafe, Beverages, Burger, Fast Food",300.0,Dine-out,Sarjapur Road,3.7,5.707110264748875,0.0
49830,1,0,3.7,0,Quick Bites,South Indian,200.0,Dine-out,Sarjapur Road,3.7,5.303304908059076,0.0
49831,0,1,4.0,3056,Casual Dining,"North Indian, Mughlai, Mediterranean, Iranian",1000.0,Dine-out,Sarjapur Road,4.0,6.90875477931522,8.0
49832,1,0,4.3,588,Casual Dining,Modern Indian,1800.0,Dine-out,Sarjapur Road,4.1,7.496097345175956,6.4
49833,1,0,4.2,858,"Casual Dining, Pub","European, American",1700.0,Dine-out,Sarjapur Road,4.1,7.438971592395862,6.8
49834,1,1,4.6,1534,"Casual Dining, Bar","American, Tex-Mex, Burger, BBQ",1800.0,Dine-out,Sarjapur Road,4.5,7.496097345175956,7.3
49835,1,1,4.4,2232,"Bar, Casual Dining","North Indian, Chinese, Continental, Mexican",1400.0,Dine-out,Sarjapur Road,4.3,7.244941546337007,7.7
49836,0,1,3.9,291,Casual Dining,"North Indian, South Indian, Continental",1500.0,Dine-out,Sarjapur Road,3.8,7.313886831633462,5.7
49837,1,0,4.0,918,Casual Dining,"Biryani, Andhra",750.0,Dine-out,Sarjapur Road,3.9,6.621405651764134,6.8
49838,1,1,4.2,1034,Casual Dining,"Continental, North Indian, Beverages",1200.0,Dine-out,Sarjapur Road,4.1,7.0909098220799835,6.9
49839,0,0,4.2,330,Casual Dining,North Indian,800.0,Dine-out,Sarjapur Road,4.0,6.68586094706836,5.8
49840,0,1,4.1,282,Casual Dining,"Asian, North Indian, South Indian, Momos",2000.0,Dine-out,Sarjapur Road,3.9,7.601402334583733,5.6
49841,1,0,4.0,468,Casual Dining,North Indian,1200.0,Dine-out,Sarjapur Road,3.9,7.0909098220799835,6.2
49842,1,0,3.9,266,Casual Dining,North Indian,950.0,Dine-out,Sarjapur Road,3.8,6.85751406254539,5.6
49843,0,1,4.2,515,Fine Dining,"Spanish, Italian, Mediterranean",2000.0,Dine-out,Sarjapur Road,4.1,7.601402334583733,6.2
49844,1,0,4.1,64,Beverage Shop,"Beverages, Fast Food",600.0,Dine-out,Sarjapur Road,3.8,6.398594934535208,4.2
49845,0,1,4.3,766,Fine Dining,"Continental, North Indian, Japanese, Italian",2500.0,Dine-out,Sarjapur Road,4.2,7.824445930877619,6.6
49846,0,0,4.0,223,Casual Dining,"Chinese, North Indian",400.0,Dine-out,Sarjapur Road,3.9,5.993961427306569,5.4
49847,0,0,4.0,233,Casual Dining,North Indian,700.0,Dine-out,Sarjapur Road,3.9,6.55250788703459,5.5
49848,1,0,3.6,710,Casual Dining,"Seafood, Biryani, South Indian, North Indian, Chinese, Arabian, Kebab, Kerala",600.0,Dine-out,Sarjapur Road,3.6,6.398594934535208,6.6
49849,1,0,3.7,2192,Casual Dining,"North Indian, Mughlai, South Indian, Chinese",750.0,Dine-out,Sarjapur Road,3.7,6.621405651764134,7.7
49850,1,1,3.9,406,Bar,"Biryani, North Indian",1500.0,Dine-out,Sarjapur Road,3.8,7.313886831633462,6.0
49851,1,0,3.5,26,Casual Dining,Mangalorean,700.0,Dine-out,Sarjapur Road,3.7,6.55250788703459,3.3
49852,0,1,3.6,259,Lounge,"North Indian, Mughlai, Mediterranean",1500.0,Dine-out,Sarjapur Road,3.6,7.313886831633462,5.6
49853,1,1,4.1,1696,"Casual Dining, Bar",North Indian,1100.0,Dine-out,Sarjapur Road,4.1,7.00397413672268,7.4
49854,0,0,4.0,248,Casual Dining,North Indian,1200.0,Dine-out,Sarjapur Road,3.9,7.0909098220799835,5.5
49855,0,0,3.8,19,"Cafe, Quick Bites","North Indian, South Indian, Andhra, Cafe",500.0,Dine-out,Sarjapur Road,3.7,6.2166061010848646,3.0
49856,0,0,3.8,373,Casual Dining,"North Indian, Salad, Healthy Food",600.0,Dine-out,Sarjapur Road,3.8,6.398594934535208,5.9
49857,1,0,3.8,430,Casual Dining,"Biryani, Andhra, North Indian, Chinese",900.0,Dine-out,Sarjapur Road,3.8,6.803505257608338,6.1
49858,1,0,4.0,109,Cafe,"Cafe, Healthy Food, Salad",400.0,Dine-out,Sarjapur Road,3.8,5.993961427306569,4.7
49859,1,0,2.9,289,Casual Dining,"Pizza, Italian",500.0,Dine-out,Sarjapur Road,3.2,6.2166061010848646,5.7
49860,1,0,3.9,150,Casual Dining,"North Indian, Biryani, Chinese, Beverages",650.0,Dine-out,Sarjapur Road,3.8,6.478509642208569,5.0
49861,1,0,3.9,1246,Casual Dining,"North Indian, Chinese, Street Food, Fast Food, Mithai",500.0,Dine-out,Sarjapur Road,3.9,6.2166061010848646,7.1
49862,1,1,3.7,37,Casual Dining,"Chinese, North Indian, Salad, Fast Food",1500.0,Dine-out,Sarjapur Road,3.7,7.313886831633462,3.6
49863,1,0,2.9,187,Casual Dining,"North Indian, Andhra",800.0,Dine-out,Sarjapur Road,3.3,6.68586094706836,5.2
49864,1,1,3.8,32,Casual Dining,"BBQ, Continental, North Indian, Chinese, Beverages",700.0,Dine-out,Sarjapur Road,3.7,6.55250788703459,3.5
49865,0,1,4.1,109,"Casual Dining, Bar","Mediterranean, Italian, Mexican",1800.0,Dine-out,Sarjapur Road,3.8,7.496097345175956,4.7
49866,1,0,4.1,172,Quick Bites,"North Indian, Chinese, Rajasthani",450.0,Dine-out,Sarjapur Road,3.9,6.111467339502679,5.2
49867,0,1,4.2,712,Club,"North Indian, Chinese",1400.0,Dine-out,Sarjapur Road,4.1,7.244941546337007,6.6
49868,1,1,3.8,165,Casual Dining,"Chinese, Asian, Momos",600.0,Dine-out,Sarjapur Road,3.7,6.398594934535208,5.1
49869,1,0,3.8,37,Cafe,"Cafe, Bakery, Italian",650.0,Dine-out,Sarjapur Road,3.7,6.478509642208569,3.6
49870,1,0,3.0,106,Quick Bites,"North Indian, Chinese",500.0,Dine-out,Sarjapur Road,3.5,6.2166061010848646,4.7
49871,1,0,3.9,125,Quick Bites,North Indian,200.0,Dine-out,Sarjapur Road,3.8,5.303304908059076,4.8
49872,1,0,2.7,82,Casual Dining,"Arabian, North Indian, Seafood, Chinese, Biryani",800.0,Dine-out,Sarjapur Road,3.4,6.68586094706836,4.4
49873,1,0,4.0,90,Quick Bites,"South Indian, North Indian, Chinese",300.0,Dine-out,Sarjapur Road,3.8,5.707110264748875,4.5
