,online_order,Table_booking,Rating,No._of_rating,rest_type,cuisines,Avg._cost(2 person),Listed_type,Listed_city,Weighted_Rating,Avg_cost(log),No_of_rating_log
22483,0,0,3.7,0,Quick Bites,"South Indian, North Indian, Chinese",250.0,Delivery,JP Nagar,3.7,5.5254529391317835,0.0
22484,1,0,3.7,127,Cafe,"Cafe, Italian, Desserts",700.0,Delivery,JP Nagar,3.7,6.55250788703459,4.9
22485,1,0,3.6,96,Casual Dining,"Biryani, North Indian, Chinese",600.0,Delivery,JP Nagar,3.7,6.398594934535208,4.6
22486,1,0,3.0,74,Casual Dining,"Andhra, North Indian, Chinese",700.0,Delivery,JP Nagar,3.5,6.55250788703459,4.3
22487,1,0,3.7,218,Casual Dining,"North Indian, South Indian, Chinese",500.0,Delivery,JP Nagar,3.7,6.2166061010848646,5.4
22488,1,0,2.9,154,Quick Bites,Bengali,600.0,Delivery,JP Nagar,3.4,6.398594934535208,5.0
22489,0,0,3.7,24,Dessert Parlor,"Desserts, Bakery",300.0,Delivery,JP Nagar,3.7,5.707110264748875,3.2
22490,1,0,3.3,6,Quick Bites,"Continental, Chinese, North Indian",500.0,Delivery,JP Nagar,3.7,6.2166061010848646,1.9
22491,1,0,2.6,22,"Bakery, Quick Bites","Bakery, Desserts",400.0,Delivery,JP Nagar,3.6,5.993961427306569,3.1
22492,1,0,3.6,71,Quick Bites,"North Indian, Chinese, Kebab",350.0,Delivery,JP Nagar,3.7,5.860786223465865,4.3
22493,1,0,3.4,239,Delivery,"North Indian, Chinese",400.0,Delivery,JP Nagar,3.5,5.993961427306569,5.5
22494,1,0,4.1,210,"Dessert Parlor, Beverage Shop","Beverages, Desserts",150.0,Delivery,JP Nagar,3.9,5.017279836814924,5.4
22495,0,1,4.3,1079,"Casual Dining, Bar","Andhra, Biryani, North Indian, Chinese",800.0,Delivery,JP Nagar,4.2,6.68586094706836,7.0
22496,1,0,3.6,142,Casual Dining,"South Indian, Biryani, Chinese, North Indian",750.0,Delivery,JP Nagar,3.7,6.621405651764134,5.0
22497,0,0,3.4,6,Dessert Parlor,Ice Cream,200.0,Delivery,JP Nagar,3.7,5.303304908059076,1.9
22498,0,0,3.8,82,"Lounge, Bar","Pizza, Continental, North Indian, Chinese",1000.0,Delivery,JP Nagar,3.7,6.90875477931522,4.4
22499,1,0,4.1,740,Delivery,"Chinese, North Indian",500.0,Delivery,JP Nagar,4.0,6.2166061010848646,6.6
22500,1,0,4.2,9,Quick Bites,"Street Food, Fast Food",250.0,Delivery,JP Nagar,3.7,5.5254529391317835,2.3
22501,0,0,3.7,0,Beverage Shop,"Beverages, Desserts",200.0,Delivery,JP Nagar,3.7,5.303304908059076,0.0
22502,1,1,4.2,239,"Casual Dining, Cafe","Cafe, Asian, Burger, Continental, Italian, Salad",600.0,Delivery,JP Nagar,4.0,6.398594934535208,5.5
22503,1,0,4.3,2420,Casual Dining,North Indian,800.0,Delivery,JP Nagar,4.3,6.68586094706836,7.8
22504,1,0,3.3,4,Dessert Parlor,"Desserts, Ice Cream",150.0,Delivery,JP Nagar,3.7,5.017279836814924,1.6
22505,1,1,3.7,0,Casual Dining,"North Indian, Seafood",600.0,Delivery,JP Nagar,3.7,6.398594934535208,0.0
22506,0,0,3.2,10,Delivery,Biryani,300.0,Delivery,JP Nagar,3.7,5.707110264748875,2.4
22507,1,0,3.8,86,Delivery,"American, Sandwich",600.0,Delivery,JP Nagar,3.7,6.398594934535208,4.5
22508,1,1,3.8,362,Casual Dining,"Biryani, North Indian, Chinese, Rajasthani",600.0,Delivery,JP Nagar,3.8,6.398594934535208,5.9
22509,1,1,3.8,256,Casual Dining,"Andhra, North Indian, Chinese, Seafood",800.0,Delivery,JP Nagar,3.8,6.68586094706836,5.5
22510,1,0,3.5,20,Quick Bites,Mangalorean,350.0,Delivery,JP Nagar,3.7,5.860786223465865,3.0
22511,0,0,3.9,56,Bakery,"Bakery, Desserts",350.0,Delivery,JP Nagar,3.7,5.860786223465865,4.0
22512,0,0,3.7,0,Beverage Shop,"Juices, Beverages",200.0,Delivery,JP Nagar,3.7,5.303304908059076,0.0
22513,0,0,2.9,177,Casual Dining,"North Indian, Chinese, Biryani, Andhra, Mangalorean",700.0,Delivery,JP Nagar,3.3,6.55250788703459,5.2
22514,1,0,3.9,202,Quick Bites,"North Indian, Chinese",250.0,Delivery,JP Nagar,3.8,5.5254529391317835,5.3
22515,1,0,4.2,421,Casual Dining,"Chinese, Thai",700.0,Delivery,JP Nagar,4.0,6.55250788703459,6.0
22516,1,0,3.6,15,Unknown,"North Indian, Chinese, Arabian",700.0,Delivery,JP Nagar,3.7,6.55250788703459,2.8
22517,1,0,3.9,84,Sweet Shop,"Mithai, Street Food",400.0,Delivery,JP Nagar,3.8,5.993961427306569,4.4
22518,1,0,3.7,0,Quick Bites,Continental,400.0,Delivery,JP Nagar,3.7,5.993961427306569,0.0
22519,1,0,4.0,539,Casual Dining,"Chinese, Thai, Momos, Vietnamese",800.0,Delivery,JP Nagar,3.9,6.68586094706836,6.3
22520,1,0,3.8,106,Delivery,"Biryani, South Indian, Andhra",350.0,Delivery,JP Nagar,3.7,5.860786223465865,4.7
22521,0,1,3.9,48,Casual Dining,"North Indian, Continental, Chinese",900.0,Delivery,JP Nagar,3.7,6.803505257608338,3.9
22522,1,0,3.7,32,Casual Dining,"North Indian, South Indian, Chinese",800.0,Delivery,JP Nagar,3.7,6.68586094706836,3.5
22523,0,0,3.8,919,Casual Dining,North Indian,600.0,Delivery,JP Nagar,3.8,6.398594934535208,6.8
22524,1,0,3.7,70,"Takeaway, Delivery",Andhra,300.0,Delivery,JP Nagar,3.7,5.707110264748875,4.3
22525,0,0,3.2,6,Casual Dining,"North Indian, Chinese, Assamese",800.0,Delivery,JP Nagar,3.7,6.68586094706836,1.9
22526,0,0,3.7,0,Dessert Parlor,Ice Cream,200.0,Delivery,JP Nagar,3.7,5.303304908059076,0.0
22527,1,1,4.3,885,Casual Dining,"Chinese, Momos",1700.0,Delivery,JP Nagar,4.2,7.438971592395862,6.8
22528,1,0,4.0,109,Quick Bites,North Indian,300.0,Delivery,JP Nagar,3.8,5.707110264748875,4.7
22529,1,0,3.9,130,Quick Bites,"North Indian, Biryani",400.0,Delivery,JP Nagar,3.8,5.993961427306569,4.9
22530,1,0,3.6,16,Quick Bites,"Fast Food, Beverages, Sandwich",300.0,Delivery,JP Nagar,3.7,5.707110264748875,2.8
22531,1,0,3.5,12,Quick Bites,Fast Food,250.0,Delivery,JP Nagar,3.7,5.5254529391317835,2.6
22532,1,0,3.3,5,Quick Bites,"Fast Food, Chinese, Beverages",250.0,Delivery,JP Nagar,3.7,5.5254529391317835,1.8
22533,1,0,3.7,109,Quick Bites,Mangalorean,600.0,Delivery,JP Nagar,3.7,6.398594934535208,4.7
22534,1,0,4.0,233,Quick Bites,"South Indian, Chinese",400.0,Delivery,JP Nagar,3.9,5.993961427306569,5.5
22535,1,0,3.9,38,Quick Bites,Pizza,400.0,Delivery,JP Nagar,3.7,5.993961427306569,3.7
22536,1,0,3.5,14,Quick Bites,South Indian,300.0,Delivery,JP Nagar,3.7,5.707110264748875,2.7
22537,1,0,3.7,0,Delivery,"North Indian, South Indian, Chinese, Continental",500.0,Delivery,JP Nagar,3.7,6.2166061010848646,0.0
22538,1,0,3.7,0,Delivery,North Indian,500.0,Delivery,JP Nagar,3.7,6.2166061010848646,0.0
22539,0,1,4.1,468,Casual Dining,"Konkan, Mangalorean, North Indian, Seafood",700.0,Delivery,JP Nagar,4.0,6.55250788703459,6.2
22540,1,0,4.0,827,Casual Dining,Rajasthani,500.0,Delivery,JP Nagar,3.9,6.2166061010848646,6.7
22541,1,0,3.7,0,Quick Bites,"American, Continental",200.0,Delivery,JP Nagar,3.7,5.303304908059076,0.0
22542,1,0,3.8,18,Casual Dining,"Maharashtrian, Seafood",700.0,Delivery,JP Nagar,3.7,6.55250788703459,2.9
22543,0,0,3.9,115,Quick Bites,South Indian,200.0,Delivery,JP Nagar,3.8,5.303304908059076,4.8
22544,0,0,3.3,9,Food Court,"Mexican, Fast Food",400.0,Delivery,JP Nagar,3.7,5.993961427306569,2.3
22545,0,0,3.7,0,Quick Bites,South Indian,300.0,Delivery,JP Nagar,3.7,5.707110264748875,0.0
22546,1,0,3.2,4,Quick Bites,"South Indian, Biryani",300.0,Delivery,JP Nagar,3.7,5.707110264748875,1.6
22547,1,0,3.7,0,Delivery,"American, Continental",200.0,Delivery,JP Nagar,3.7,5.303304908059076,0.0
22548,1,0,4.1,589,Casual Dining,"Chinese, Momos",700.0,Delivery,JP Nagar,4.0,6.55250788703459,6.4
22549,1,0,4.0,118,Casual Dining,"Chinese, Thai",600.0,Delivery,JP Nagar,3.8,6.398594934535208,4.8
22550,1,0,3.6,35,Quick Bites,Fast Food,300.0,Delivery,JP Nagar,3.7,5.707110264748875,3.6
22551,1,0,3.4,7,Beverage Shop,Beverages,300.0,Delivery,JP Nagar,3.7,5.707110264748875,2.1
22552,1,0,3.5,12,Quick Bites,"Fast Food, Beverages",400.0,Delivery,JP Nagar,3.7,5.993961427306569,2.6
22553,0,0,3.2,63,"Bakery, Quick Bites","Bakery, Fast Food, Italian",600.0,Delivery,JP Nagar,3.6,6.398594934535208,4.2
22554,1,0,3.1,18,Casual Dining,"North Indian, Chinese",450.0,Delivery,JP Nagar,3.7,6.111467339502679,2.9
22555,1,0,3.9,68,Casual Dining,"North Indian, Arabian, Chinese",1000.0,Delivery,JP Nagar,3.8,6.90875477931522,4.2
22556,1,0,3.8,217,Quick Bites,North Indian,450.0,Delivery,JP Nagar,3.8,6.111467339502679,5.4
22557,1,0,3.6,16,Casual Dining,South Indian,400.0,Delivery,JP Nagar,3.7,5.993961427306569,2.8
22558,1,0,3.7,31,Quick Bites,"Arabian, Chinese, North Indian, Kerala, Juices",400.0,Delivery,JP Nagar,3.7,5.993961427306569,3.5
22559,0,0,3.2,8,Quick Bites,North Indian,300.0,Delivery,JP Nagar,3.7,5.707110264748875,2.2
22560,0,0,3.5,134,Casual Dining,"North Indian, Chinese",650.0,Delivery,JP Nagar,3.6,6.478509642208569,4.9
22561,1,0,3.5,9,Food Truck,"Mughlai, Arabian, BBQ",200.0,Delivery,JP Nagar,3.7,5.303304908059076,2.3
22562,1,0,3.6,18,Mess,Gujarati,200.0,Delivery,JP Nagar,3.7,5.303304908059076,2.9
22563,0,0,2.9,60,Quick Bites,"Andhra, Biryani",400.0,Delivery,JP Nagar,3.5,5.993961427306569,4.1
22564,1,0,3.8,232,Casual Dining,"Andhra, North Indian, Chinese",600.0,Delivery,JP Nagar,3.8,6.398594934535208,5.5
22565,1,1,3.8,763,Casual Dining,North Indian,600.0,Delivery,JP Nagar,3.8,6.398594934535208,6.6
22566,1,0,4.0,181,Casual Dining,"North Indian, Chinese, Biryani, Hyderabadi",550.0,Delivery,JP Nagar,3.8,6.311734809152915,5.2
22567,1,0,3.7,32,"Pub, Casual Dining","Finger Food, Continental, Chinese",900.0,Delivery,JP Nagar,3.7,6.803505257608338,3.5
22568,0,0,3.7,203,Casual Dining,"North Indian, Continental, Italian",900.0,Delivery,JP Nagar,3.7,6.803505257608338,5.3
22569,1,0,3.9,315,Quick Bites,"Street Food, Maharashtrian",300.0,Delivery,JP Nagar,3.8,5.707110264748875,5.8
22570,1,0,3.4,10,Delivery,"North Indian, Chinese",600.0,Delivery,JP Nagar,3.7,6.398594934535208,2.4
22571,0,0,3.1,138,Quick Bites,"Fast Food, Rolls, Momos",300.0,Delivery,JP Nagar,3.5,5.707110264748875,4.9
22572,0,0,2.9,27,"Bakery, Quick Bites",Bakery,400.0,Delivery,JP Nagar,3.6,5.993961427306569,3.3
22573,1,0,3.7,0,Quick Bites,"Chinese, Momos",300.0,Delivery,JP Nagar,3.7,5.707110264748875,0.0
22574,1,0,3.5,12,Quick Bites,North Indian,300.0,Delivery,JP Nagar,3.7,5.707110264748875,2.6
22575,1,0,3.0,68,Quick Bites,"North Indian, Chinese",250.0,Delivery,JP Nagar,3.5,5.5254529391317835,4.2
22576,0,0,3.7,0,Casual Dining,North Indian,800.0,Delivery,JP Nagar,3.7,6.68586094706836,0.0
22577,0,0,3.6,14,Bakery,"Bakery, Desserts",300.0,Delivery,JP Nagar,3.7,5.707110264748875,2.7
22578,0,0,3.7,0,"Takeaway, Delivery",Seafood,300.0,Delivery,JP Nagar,3.7,5.707110264748875,0.0
22579,0,0,3.3,7,"Takeaway, Delivery","Italian, Pizza",600.0,Delivery,JP Nagar,3.7,6.398594934535208,2.1
22580,0,0,4.0,194,Casual Dining,"South Indian, Biryani, North Indian",500.0,Delivery,JP Nagar,3.8,6.2166061010848646,5.3
22581,1,0,3.7,195,Quick Bites,North Indian,400.0,Delivery,JP Nagar,3.7,5.993961427306569,5.3
22582,1,1,3.8,584,Casual Dining,"North Indian, Mughlai, Biryani",1200.0,Delivery,JP Nagar,3.8,7.0909098220799835,6.4
22583,1,0,3.7,0,Quick Bites,"Momos, American",600.0,Delivery,JP Nagar,3.7,6.398594934535208,0.0
22584,1,0,2.9,22,Delivery,"North Indian, Chinese",400.0,Delivery,JP Nagar,3.6,5.993961427306569,3.1
22585,1,0,3.6,60,Quick Bites,Pizza,500.0,Delivery,JP Nagar,3.7,6.2166061010848646,4.1
22586,0,0,2.3,176,Casual Dining,North Indian,450.0,Delivery,JP Nagar,3.0,6.111467339502679,5.2
22587,0,0,3.3,4,Dessert Parlor,"Ice Cream, Beverages",200.0,Delivery,JP Nagar,3.7,5.303304908059076,1.6
22588,0,0,3.7,0,"Bakery, Dessert Parlor","Bakery, Desserts",1000.0,Delivery,JP Nagar,3.7,6.90875477931522,0.0
22589,0,0,3.7,0,Delivery,Continental,700.0,Delivery,JP Nagar,3.7,6.55250788703459,0.0
22590,0,0,3.7,0,Quick Bites,South Indian,150.0,Delivery,JP Nagar,3.7,5.017279836814924,0.0
22591,1,0,3.0,61,Cafe,Cafe,650.0,Delivery,JP Nagar,3.5,6.478509642208569,4.1
22592,1,0,2.8,20,Beverage Shop,"Juices, Fast Food",150.0,Delivery,JP Nagar,3.6,5.017279836814924,3.0
22593,0,0,3.7,18,Quick Bites,"Fast Food, Burger",450.0,Delivery,JP Nagar,3.7,6.111467339502679,2.9
22594,1,0,3.3,9,"Takeaway, Delivery","North Indian, Biryani",600.0,Delivery,JP Nagar,3.7,6.398594934535208,2.3
22595,0,0,3.5,10,Quick Bites,"South Indian, Biryani, Chinese",400.0,Delivery,JP Nagar,3.7,5.993961427306569,2.4
22596,1,1,3.5,432,Casual Dining,North Indian,800.0,Delivery,JP Nagar,3.6,6.68586094706836,6.1
22597,0,0,3.5,15,Delivery,"North Indian, South Indian",400.0,Delivery,JP Nagar,3.7,5.993961427306569,2.8
22598,0,0,3.6,25,Casual Dining,"North Indian, Bengali, Chinese",550.0,Delivery,JP Nagar,3.7,6.311734809152915,3.3
22599,0,0,3.7,0,Quick Bites,"South Indian, North Indian",300.0,Delivery,JP Nagar,3.7,5.707110264748875,0.0
22600,0,0,3.2,4,Casual Dining,"North Indian, Chinese, Mughlai",600.0,Delivery,JP Nagar,3.7,6.398594934535208,1.6
22601,0,0,3.6,34,Quick Bites,Healthy Food,300.0,Delivery,JP Nagar,3.7,5.707110264748875,3.6
22602,0,0,3.7,0,"Takeaway, Delivery","Chinese, BBQ, North Indian, Fast Food",500.0,Delivery,JP Nagar,3.7,6.2166061010848646,0.0
22603,0,0,3.7,0,Delivery,"North Indian, Kashmiri",400.0,Delivery,JP Nagar,3.7,5.993961427306569,0.0
22604,0,0,3.7,0,Bakery,"Bakery, Desserts",200.0,Delivery,JP Nagar,3.7,5.303304908059076,0.0
22605,0,0,3.7,0,Quick Bites,"North Indian, Rajasthani",500.0,Delivery,JP Nagar,3.7,6.2166061010848646,0.0
22606,0,0,3.7,0,Quick Bites,"Fast Food, Tea",150.0,Delivery,JP Nagar,3.7,5.017279836814924,0.0
22607,0,0,3.7,0,"Takeaway, Delivery",Fast Food,300.0,Delivery,JP Nagar,3.7,5.707110264748875,0.0
22608,0,0,3.7,0,Dessert Parlor,"Desserts, Ice Cream",400.0,Delivery,JP Nagar,3.7,5.993961427306569,0.0
22609,0,0,3.7,0,Quick Bites,"Street Food, Fast Food",250.0,Delivery,JP Nagar,3.7,5.5254529391317835,0.0
22610,0,0,3.7,0,Casual Dining,"Andhra, Chinese, North Indian, South Indian",450.0,Delivery,JP Nagar,3.7,6.111467339502679,0.0
22611,0,0,3.7,0,Quick Bites,"North Indian, Street Food",250.0,Delivery,JP Nagar,3.7,5.5254529391317835,0.0
22612,0,0,3.7,0,"Takeaway, Delivery","Arabian, Middle Eastern, Rolls, Seafood, BBQ",300.0,Delivery,JP Nagar,3.7,5.707110264748875,0.0
22613,0,0,3.7,0,Cafe,Cafe,500.0,Delivery,JP Nagar,3.7,6.2166061010848646,0.0
22614,0,0,3.7,48,Casual Dining,"North Indian, Fast Food, Street Food",800.0,Delivery,JP Nagar,3.7,6.68586094706836,3.9
22615,0,0,3.2,7,Quick Bites,North Indian,200.0,Delivery,JP Nagar,3.7,5.303304908059076,2.1
22616,0,0,3.7,0,Quick Bites,Fast Food,250.0,Delivery,JP Nagar,3.7,5.5254529391317835,0.0
22617,0,0,3.2,4,Quick Bites,"Biryani, North Indian",150.0,Delivery,JP Nagar,3.7,5.017279836814924,1.6
22618,0,0,3.7,0,"Takeaway, Delivery",Biryani,250.0,Delivery,JP Nagar,3.7,5.5254529391317835,0.0
22619,0,0,3.7,0,Bakery,Bakery,350.0,Delivery,JP Nagar,3.7,5.860786223465865,0.0
22620,0,0,3.7,0,"Beverage Shop, Quick Bites",Drinks Only,100.0,Delivery,JP Nagar,3.7,4.61512051684126,0.0
22621,0,0,3.7,0,Quick Bites,South Indian,200.0,Delivery,JP Nagar,3.7,5.303304908059076,0.0
22622,0,0,3.7,0,Quick Bites,"South Indian, Chinese",150.0,Delivery,JP Nagar,3.7,5.017279836814924,0.0
22623,0,0,3.7,0,Quick Bites,South Indian,300.0,Delivery,JP Nagar,3.7,5.707110264748875,0.0
22624,0,0,3.7,0,Beverage Shop,"Juices, Sandwich, Street Food",150.0,Delivery,JP Nagar,3.7,5.017279836814924,0.0
22625,0,0,3.7,0,Quick Bites,"Kerala, South Indian, Chinese",300.0,Delivery,JP Nagar,3.7,5.707110264748875,0.0
22626,0,0,3.7,0,Casual Dining,South Indian,500.0,Delivery,JP Nagar,3.7,6.2166061010848646,0.0
22627,0,0,3.7,0,"Takeaway, Delivery",Biryani,400.0,Delivery,JP Nagar,3.7,5.993961427306569,0.0
22628,0,0,3.7,0,Quick Bites,"North Indian, Biryani, Desserts",300.0,Delivery,JP Nagar,3.7,5.707110264748875,0.0
22629,0,0,3.7,0,Delivery,Beverages,450.0,Delivery,JP Nagar,3.7,6.111467339502679,0.0
22630,0,0,3.5,13,Quick Bites,"North Indian, Chinese",500.0,Delivery,JP Nagar,3.7,6.2166061010848646,2.6
22631,0,0,3.1,6,Delivery,North Indian,350.0,Delivery,JP Nagar,3.7,5.860786223465865,1.9
22632,0,0,3.7,0,Bakery,"Bakery, Fast Food",600.0,Delivery,JP Nagar,3.7,6.398594934535208,0.0
22633,0,0,3.7,0,Delivery,"North Indian, Chinese",300.0,Delivery,JP Nagar,3.7,5.707110264748875,0.0
22634,0,0,3.7,0,Casual Dining,Italian,400.0,Delivery,JP Nagar,3.7,5.993961427306569,0.0
22635,0,0,3.7,0,"Takeaway, Delivery",Healthy Food,300.0,Delivery,JP Nagar,3.7,5.707110264748875,0.0
22636,0,0,3.7,0,Quick Bites,"South Indian, Chinese, North Indian",300.0,Delivery,JP Nagar,3.7,5.707110264748875,0.0
22637,0,0,3.7,0,Quick Bites,"North Indian, Chinese, BBQ, Arabian, Fast Food",400.0,Delivery,JP Nagar,3.7,5.993961427306569,0.0
22638,0,0,3.7,0,Quick Bites,"North Indian, Chinese",600.0,Delivery,JP Nagar,3.7,6.398594934535208,0.0
22639,0,0,3.7,0,Casual Dining,"Awadhi, Biryani",500.0,Delivery,JP Nagar,3.7,6.2166061010848646,0.0
22640,0,0,3.0,25,Quick Bites,"Mughlai, Kebab, Biryani",400.0,Delivery,JP Nagar,3.6,5.993961427306569,3.3
22641,0,0,3.3,6,Quick Bites,"Asian, BBQ, South Indian, Chinese",300.0,Delivery,JP Nagar,3.7,5.707110264748875,1.9
22642,0,0,3.5,11,Bakery,"Bakery, Desserts",250.0,Delivery,JP Nagar,3.7,5.5254529391317835,2.5
22643,0,0,3.7,0,Quick Bites,"Fast Food, Street Food",100.0,Delivery,JP Nagar,3.7,4.61512051684126,0.0
22644,0,0,3.7,0,Casual Dining,"North Indian, Chinese, Fast Food",550.0,Delivery,JP Nagar,3.7,6.311734809152915,0.0
22645,0,0,3.7,0,Bakery,Bakery,500.0,Delivery,JP Nagar,3.7,6.2166061010848646,0.0
22646,0,0,3.7,0,Casual Dining,North Indian,600.0,Delivery,JP Nagar,3.7,6.398594934535208,0.0
22647,0,0,3.7,0,Quick Bites,"South Indian, Kerala",300.0,Delivery,JP Nagar,3.7,5.707110264748875,0.0
22648,0,0,3.7,0,Quick Bites,"Street Food, North Indian",150.0,Delivery,JP Nagar,3.7,5.017279836814924,0.0
22649,0,0,3.7,0,"Takeaway, Delivery","Bakery, Desserts",250.0,Delivery,JP Nagar,3.7,5.5254529391317835,0.0
22650,0,0,3.7,0,Delivery,Continental,500.0,Delivery,JP Nagar,3.7,6.2166061010848646,0.0
22651,0,0,3.7,0,Quick Bites,South Indian,150.0,Delivery,JP Nagar,3.7,5.017279836814924,0.0
22652,0,0,3.7,0,Quick Bites,"North Indian, Chinese",400.0,Delivery,JP Nagar,3.7,5.993961427306569,0.0
22653,0,0,3.7,0,Quick Bites,"South Indian, North Indian, Chinese",150.0,Delivery,JP Nagar,3.7,5.017279836814924,0.0
22654,1,0,3.1,223,Delivery,"North Indian, Chinese",500.0,Delivery,JP Nagar,3.4,6.2166061010848646,5.4
22655,1,0,4.0,200,Quick Bites,"Mangalorean, North Indian, Chinese, Seafood",400.0,Delivery,JP Nagar,3.9,5.993961427306569,5.3
22656,1,0,3.7,0,Delivery,Mithai,800.0,Delivery,JP Nagar,3.7,6.68586094706836,0.0
22657,1,0,2.9,24,Quick Bites,"Bengali, North Indian",300.0,Delivery,JP Nagar,3.6,5.707110264748875,3.2
22658,1,0,3.8,117,Casual Dining,"North Indian, Biryani",600.0,Delivery,JP Nagar,3.7,6.398594934535208,4.8
22659,1,0,3.2,10,Quick Bites,"Tibetan, Momos",250.0,Delivery,JP Nagar,3.7,5.5254529391317835,2.4
22660,1,0,3.3,12,Quick Bites,"North Indian, Chinese",250.0,Delivery,JP Nagar,3.7,5.5254529391317835,2.6
22661,1,0,3.7,0,Beverage Shop,"Beverages, Juices",200.0,Delivery,JP Nagar,3.7,5.303304908059076,0.0
22662,1,0,3.7,0,Quick Bites,Chinese,300.0,Delivery,JP Nagar,3.7,5.707110264748875,0.0
22663,1,1,4.1,847,"Casual Dining, Bar","South American, Continental, Italian",1100.0,Delivery,JP Nagar,4.0,7.00397413672268,6.7
22664,0,0,3.6,30,Casual Dining,"North Indian, Chinese, South Indian",450.0,Delivery,JP Nagar,3.7,6.111467339502679,3.4
22665,0,0,3.8,32,Delivery,"Salad, Healthy Food",600.0,Delivery,JP Nagar,3.7,6.398594934535208,3.5
22666,0,0,3.6,21,Delivery,Biryani,300.0,Delivery,JP Nagar,3.7,5.707110264748875,3.1
22667,0,0,3.9,30,Casual Dining,"South Indian, North Indian, Chinese",450.0,Delivery,JP Nagar,3.7,6.111467339502679,3.4
22668,0,0,3.7,0,Quick Bites,"Biryani, Kebab",250.0,Delivery,JP Nagar,3.7,5.5254529391317835,0.0
22669,0,0,3.7,18,"Takeaway, Delivery","North Indian, South Indian",100.0,Delivery,JP Nagar,3.7,4.61512051684126,2.9
22670,1,0,3.6,24,Quick Bites,Seafood,300.0,Delivery,JP Nagar,3.7,5.707110264748875,3.2
22671,1,0,3.4,19,Takeaway,"Biryani, North Indian",200.0,Delivery,JP Nagar,3.7,5.303304908059076,3.0
22672,0,0,3.5,65,Casual Dining,"North Indian, South Indian, Biryani",750.0,Delivery,JP Nagar,3.7,6.621405651764134,4.2
22673,0,0,2.7,39,Casual Dining,"North Indian, Chinese, Biryani",500.0,Delivery,JP Nagar,3.5,6.2166061010848646,3.7
22674,0,0,3.5,44,Casual Dining,"Chinese, North Indian",1000.0,Delivery,JP Nagar,3.7,6.90875477931522,3.8
22675,0,0,3.0,55,Casual Dining,"Andhra, North Indian, Biryani",800.0,Delivery,JP Nagar,3.5,6.68586094706836,4.0
22676,0,0,3.2,4,Quick Bites,Kerala,200.0,Delivery,JP Nagar,3.7,5.303304908059076,1.6
22677,0,0,3.4,9,Casual Dining,"Seafood, Chinese, South Indian, North Indian",500.0,Delivery,JP Nagar,3.7,6.2166061010848646,2.3
22678,0,0,3.2,4,"Takeaway, Delivery","Biryani, South Indian",200.0,Delivery,JP Nagar,3.7,5.303304908059076,1.6
22679,0,0,3.7,0,Delivery,"Biryani, Chinese, Fast Food",200.0,Delivery,JP Nagar,3.7,5.303304908059076,0.0
22680,0,0,3.7,0,Quick Bites,South Indian,350.0,Delivery,JP Nagar,3.7,5.860786223465865,0.0
22681,0,0,2.9,39,"Takeaway, Delivery","Fast Food, North Indian, Chinese",500.0,Delivery,JP Nagar,3.6,6.2166061010848646,3.7
22682,0,0,3.2,5,"Takeaway, Delivery",North Indian,300.0,Delivery,JP Nagar,3.7,5.707110264748875,1.8
22683,0,0,3.7,0,"Takeaway, Delivery","Chinese, Fast Food",350.0,Delivery,JP Nagar,3.7,5.860786223465865,0.0
22684,0,0,3.2,5,Dessert Parlor,Desserts,500.0,Delivery,JP Nagar,3.7,6.2166061010848646,1.8
22685,0,0,3.4,9,Food Truck,Fast Food,200.0,Delivery,JP Nagar,3.7,5.303304908059076,2.3
22686,0,0,3.2,4,Quick Bites,Andhra,400.0,Delivery,JP Nagar,3.7,5.993961427306569,1.6
22687,0,0,3.5,16,Quick Bites,Biryani,300.0,Delivery,JP Nagar,3.7,5.707110264748875,2.8
22688,0,0,3.7,0,Quick Bites,"North Indian, Rajasthani",250.0,Delivery,JP Nagar,3.7,5.5254529391317835,0.0
22689,0,0,3.7,0,Delivery,"Chinese, North Indian",400.0,Delivery,JP Nagar,3.7,5.993961427306569,0.0
22690,0,0,3.7,0,Casual Dining,"Biryani, North Indian",800.0,Delivery,JP Nagar,3.7,6.68586094706836,0.0
22691,0,0,3.7,0,Quick Bites,"Biryani, Kebab",400.0,Delivery,JP Nagar,3.7,5.993961427306569,0.0
22692,0,0,3.3,5,Mess,South Indian,200.0,Delivery,JP Nagar,3.7,5.303304908059076,1.8
22693,0,0,3.7,0,"Takeaway, Delivery","Mughlai, Biryani, Kebab",200.0,Delivery,JP Nagar,3.7,5.303304908059076,0.0
22694,0,0,3.7,0,Quick Bites,"Andhra, Biryani",300.0,Delivery,JP Nagar,3.7,5.707110264748875,0.0
22695,1,0,2.7,48,Casual Dining,"North Indian, Chinese",700.0,Delivery,JP Nagar,3.5,6.55250788703459,3.9
22696,1,0,3.8,146,Casual Dining,Chinese,600.0,Delivery,JP Nagar,3.7,6.398594934535208,5.0
22697,1,0,3.5,35,Quick Bites,"Biryani, Kebab",250.0,Delivery,JP Nagar,3.7,5.5254529391317835,3.6
22698,1,0,3.7,117,Quick Bites,North Indian,150.0,Delivery,JP Nagar,3.7,5.017279836814924,4.8
22699,1,0,3.8,416,Casual Dining,"Andhra, Seafood, North Indian, Chinese",700.0,Delivery,JP Nagar,3.8,6.55250788703459,6.0
22700,1,0,3.8,30,Cafe,Cafe,400.0,Delivery,JP Nagar,3.7,5.993961427306569,3.4
